tconst,primaryTitle,averageRating,numVotes,startYear,genres
tt1727770,Absolutely Anything,6.0,46535,2015,"Comedy,Sci-Fi"
tt1727776,Scouts Guide to the Zombie Apocalypse,6.3,53457,2015,"Action,Comedy,Horror"
tt1727790,Fire in Babylon,7.7,1875,2010,"Documentary,Sport"
tt1727816,Screwed,5.6,2284,2011,"Crime,Drama"
tt1727824,Bohemian Rhapsody,7.9,570773,2018,"Biography,Drama,Music"
tt17278510,Jatt Brothers,7.0,1063,2022,"Comedy,Drama"
tt1727885,Vamp U,4.0,2868,2011,"Action,Comedy,Horror"
tt1728179,Paranormal Activity 2: Tokyo Night,5.1,5256,2010,"Horror,Mystery"
tt1728196,Hara-Kiri: Death of a Samurai,7.3,8950,2011,Drama
tt1728239,Double Dhamaal,3.9,4405,2011,"Comedy,Crime,Drama"
tt1728245,Corporal vs. Napoleon,2.7,1220,2012,Comedy
tt1728620,Remembrance,7.2,2306,2011,"Drama,Romance,Thriller"
tt1728973,The Family,3.6,5051,2011,"Horror,Thriller"
tt1728975,Elevator,5.3,6926,2012,"Horror,Thriller"
tt1728976,Episode 50,3.1,1943,2011,"Horror,Mystery,Thriller"
tt1728978,Longhorns,5.5,1577,2011,"Comedy,Drama,Romance"
tt1728979,Mercenaries,3.4,1214,2011,"Action,Drama"
tt1728986,Bol Bachchan,5.6,9596,2012,"Action,Comedy"
tt17291716,Heatwave,5.1,1832,2022,Thriller
tt1729211,Men in the City 2,6.2,2829,2011,"Comedy,Romance"
tt1729226,Teddy Bear,7.1,4708,2012,"Drama,Romance"
tt1729630,10 jours en or,6.0,1045,2012,"Comedy,Drama"
tt1729637,Bodyguard,4.7,27282,2011,"Action,Comedy,Drama"
tt1730294,For the Love of Money,4.4,1068,2012,"Crime,Thriller"
tt1730687,Darling Companion,5.2,3736,2012,"Comedy,Drama,Romance"
tt1730689,Headwinds,6.4,1572,2011,"Drama,Mystery"
tt1730697,Hollywoo,5.1,1930,2011,Comedy
tt1730714,Rubble Kings,7.0,1146,2010,"Biography,Documentary,History"
tt1730768,The Zookeeper's Wife,7.0,45530,2017,"Biography,Drama,History"
tt1731141,Ender's Game,6.6,249882,2013,"Action,Adventure,Sci-Fi"
tt1731697,The Lords of Salem,5.2,31702,2012,"Horror,Thriller"
tt1731701,Barely Lethal,5.4,22948,2015,"Action,Comedy,Family"
tt1731998,ID:A,6.0,2329,2011,Thriller
tt17321230,Prom Pact,6.4,2553,2023,"Comedy,Family,Romance"
tt1732582,Bridgend,7.0,1517,2013,"Documentary,Drama,Mystery"
tt1733105,Bekas,7.5,5670,2012,"Adventure,Drama"
tt1733578,Zombie Diaries 2,3.8,2504,2011,"Action,Horror,Sci-Fi"
tt1734067,Atrocious,5.0,5174,2010,"Horror,Mystery,Thriller"
tt1734110,No One Killed Jessica,7.2,12193,2011,"Biography,Crime,Drama"
tt1734122,The Collapsed,3.5,1148,2011,"Drama,Horror,Sci-Fi"
tt1734428,Childish Games,5.5,1291,2012,"Horror,Thriller"
tt1734433,Eden,6.6,9180,2012,"Crime,Drama,Thriller"
tt1734477,Public Speaking,7.6,2253,2010,Documentary
tt1734493,Unlocked,6.3,37715,2017,"Action,Thriller"
tt1734548,The Color Wheel,6.6,1900,2011,"Comedy,Romance"
tt1734582,Dawn of the Dragonslayer,4.3,2026,2011,"Action,Adventure,Fantasy"
tt1734586,Supercapitalist,4.5,1148,2012,Thriller
tt1734589,Unicorn City,5.5,1299,2012,"Comedy,Romance"
tt1735200,When Pigs Have Wings,7.0,3490,2011,Comedy
tt1735462,Pixies,4.4,1740,2015,"Animation,Comedy"
tt1735485,The Tunnel,5.8,21983,2011,"Horror,Mystery,Thriller"
tt1735839,Any Questions for Ben?,5.6,1748,2012,"Comedy,Romance"
tt1735862,Dragon Eyes,4.4,6259,2012,"Action,Crime,Drama"
tt1735898,Snow White and the Huntsman,6.1,298432,2012,"Action,Adventure,Drama"
tt1735900,Taped,6.2,1665,2012,Thriller
tt1735907,The Adderall Diaries,5.2,5957,2015,"Crime,Drama,Mystery"
tt1736049,A Place at the Table,6.9,1216,2012,Documentary
tt1736552,Breakaway,5.7,2464,2011,"Comedy,Drama,Sport"
tt1736633,"Oslo, August 31st",7.6,28665,2011,Drama
tt1736636,Nobody Else But You,6.6,2755,2011,"Comedy,Crime,Mystery"
tt1736647,Sakthi,3.5,1286,2011,"Action,Adventure,Fantasy"
tt1737156,Dui Prithibi,6.5,1246,2010,"Drama,Romance"
tt1737237,Lost on Journey,6.8,2621,2010,Comedy
tt1737255,The Godmother,5.1,1005,2011,Comedy
tt17374778,Strangeness,6.8,1447,2022,"Comedy,Drama"
tt1737674,PressPausePlay,7.3,1518,2011,"Documentary,Music"
tt17382524,"The Tunnel to Summer, the Exit of Goodbyes",6.9,1136,2022,"Animation,Drama,Fantasy"
tt1738293,Khichdi: The Movie,7.3,2826,2010,"Comedy,Family"
tt1738351,Honour,6.0,1085,2014,Thriller
tt1738387,The River Murders,5.2,5001,2011,"Crime,Mystery,Thriller"
tt1739212,Pokémon the Movie: White - Victini and Zekrom,5.7,1854,2011,"Adventure,Animation,Drama"
tt1740002,Motorway,5.9,1855,2012,"Action,Crime,Drama"
tt1740047,The Trip,7.0,23198,2010,"Comedy,Drama"
tt1740053,A Burning Hot Summer,5.0,2311,2011,Drama
tt1740476,Butcher Boys,3.5,1637,2012,"Action,Comedy,Horror"
tt1740707,Troll Hunter,6.9,78188,2010,"Drama,Fantasy,Horror"
tt1740710,Mere Brother Ki Dulhan,5.9,9937,2011,"Comedy,Drama,Family"
tt1740712,"Video Nasties: Moral Panic, Censorship & Videotape",7.7,1315,2010,Documentary
tt1740725,Bigfoot: The Lost Coast Tapes,4.5,2844,2012,"Horror,Mystery,Thriller"
tt1740826,The Good Neighbour,6.6,1614,2011,"Drama,Thriller"
tt1741225,I Am,7.5,3858,2010,Documentary
tt1741243,Pawn Shop Chronicles,5.9,11873,2013,"Action,Comedy,Crime"
tt1741273,Secret in Their Eyes,6.3,50328,2015,"Crime,Drama,Mystery"
tt1741542,Les Lyonnais,6.9,8689,2011,"Action,Crime,Drama"
tt1741706,Wedding in Bessarabia,7.5,1054,2009,Comedy
tt1742023,Americano,5.2,1086,2011,Drama
tt1742044,Jersey Boys,6.8,36133,2014,"Biography,Drama,Music"
tt1742334,Sabotage,5.7,65457,2014,"Action,Crime,Drama"
tt1742336,Your Sister's Sister,6.7,28127,2011,"Comedy,Drama,Romance"
tt1742650,I Don't Know How She Does It,5.0,21000,2011,"Comedy,Romance"
tt1743720,The Greatest Movie Ever Sold,6.6,15104,2011,"Comedy,Documentary"
tt1743724,Guilty of Romance,6.8,5681,2011,"Drama,Horror,Romance"
tt1743922,Donovan's Echo,6.2,1921,2011,"Drama,Fantasy,Mystery"
tt1743985,Yuma,6.0,1228,2012,"Action,Crime,Drama"
tt1743993,When the Lights Went Out,5.3,5199,2012,Horror
tt1744885,The Opening,5.9,3368,2011,Drama
tt1745672,Children of the Corn: Genesis,3.6,3666,2011,"Horror,Thriller"
tt1745686,The Wall,6.7,6700,2012,"Drama,Mystery,Sci-Fi"
tt1745710,Gore Vidal: The United States of Amnesia,7.7,1301,2013,"Biography,Documentary,History"
tt1745740,Last Kind Words,4.8,1865,2012,"Drama,Horror,Mystery"
tt1745787,The Tribe,7.0,11744,2014,"Crime,Drama"
tt1745863,Urumi: The Warriors Who Wanted to Kill Vasco Da Gama,7.1,2217,2011,"Action,Drama"
tt1745958,Rites of Passage,4.0,1683,2012,"Action,Horror,Mystery"
tt1745960,Top Gun: Maverick,8.3,635161,2022,"Action,Drama"
tt1746183,The Stoker,6.6,2613,2010,"Crime,Drama"
tt1746246,Dark World,4.6,1170,2010,"Adventure,Fantasy,Mystery"
tt1747958,Blood Ties,6.5,20785,2013,"Action,Crime,Drama"
tt1747967,Cassadaga,5.2,3612,2011,"Horror,Thriller"
tt1748043,Hell and Back Again,6.4,2334,2011,"Action,Documentary,History"
tt1748122,Moonrise Kingdom,7.8,362236,2012,"Comedy,Drama,Family"
tt1748179,Red Lights,6.2,64502,2012,"Drama,Fantasy,Mystery"
tt1748197,Setup,4.4,21631,2011,"Action,Crime,Drama"
tt1748207,Sound of My Voice,6.6,22632,2011,"Drama,Mystery,Sci-Fi"
tt1748227,The Collection,6.1,52852,2012,"Horror,Thriller"
tt1748260,Tiger Eyes,6.3,2020,2012,Drama
tt1748278,Scabbard Samurai,6.8,1184,2010,"Comedy,Drama"
tt17491040,The Pirates: The Last Royal Treasure,6.1,4422,2022,"Action,Adventure,Comedy"
tt17494686,Decibel,6.2,1335,2022,"Action,Drama,Thriller"
tt17501658,Antakshari,6.5,1407,2022,Thriller
tt17507018,Lost in the Stars,6.4,1555,2022,"Crime,Drama,Mystery"
tt17511190,Facing Nolan,7.9,1690,2022,"Biography,Documentary,Sport"
tt17514144,3E,8.5,1220,2022,"Crime,Drama,Thriller"
tt17527124,Collide,4.3,1235,2022,Thriller
tt17527468,Bottoms,7.0,15278,2023,Comedy
tt1753383,A Dog's Purpose,7.2,76906,2017,"Adventure,Comedy,Drama"
tt1753422,Alice in Murderland,1.9,1036,2010,"Horror,Thriller"
tt1753460,August,6.2,1984,2011,"Drama,Romance"
tt1753496,Resident Evil: Damnation,6.4,22007,2012,"Action,Animation,Horror"
tt1753549,Buck,7.6,3408,2011,Documentary
tt1753584,Sexual Chronicles of a French Family,5.3,4589,2012,"Comedy,Drama,Romance"
tt1753640,Crook: It's Good to Be Bad,5.1,2260,2010,"Action,Crime,Drama"
tt1753722,Two Rabbits,7.3,5356,2012,"Action,Thriller"
tt1753753,Eaters,4.0,1483,2011,Horror
tt1753786,Mercury Plains,4.3,1411,2016,"Action,Adventure,Drama"
tt1753792,The Day I Saw Your Heart,6.5,1646,2011,"Comedy,Drama"
tt1753813,"Farewell, My Queen",6.2,8989,2012,"Drama,History,Romance"
tt17538510,Tchaikovsky's Wife,6.5,1271,2022,"Biography,Drama"
tt1753866,Gise Memuru,6.4,4493,2010,Drama
tt1753887,Come as You Are,7.3,7718,2011,"Comedy,Drama"
tt1753899,Hemel,5.7,1743,2012,Drama
tt1754000,Rabies,5.8,2983,2010,Horror
tt1754029,The Crypt of Count Dracoola,2.4,2223,2011,"Adventure,Comedy,Fantasy"
tt1754078,Las Acacias,6.9,2419,2011,Drama
tt1754109,Les Misérables in Concert: The 25th Anniversary,8.8,6333,2010,"Drama,Musical"
tt1754123,The Butcher of Prague,6.8,1495,2011,"Drama,History,War"
tt1754177,Mardock Scramble: The First Compression,6.4,1545,2010,"Action,Animation,Drama"
tt1754202,Michael,5.4,1142,2011,"Drama,Thriller"
tt17542540,Christmas with the Campbells,5.3,1078,2022,"Comedy,Romance"
tt1754257,Naked As We Came,6.2,1900,2012,Drama
tt1754320,Operation Shmenti Capelli,7.2,1324,2011,Comedy
tt1754367,Post Tenebras Lux,6.5,5857,2012,Drama
tt1754392,Rabat,7.1,2264,2011,Drama
tt1754394,Ragada,6.0,1056,2010,"Action,Comedy"
tt1754438,Robotropolis,3.1,1282,2011,"Action,Adventure,Sci-Fi"
tt1754506,Battleground,4.2,1357,2012,"Action,Horror,Thriller"
tt1754656,The Little Prince,7.7,65236,2015,"Adventure,Animation,Drama"
tt1754700,The Prototype,2.4,40312,2022,"Action,Sci-Fi,Thriller"
tt1754730,The Way to Paradise,5.3,32351,2011,"Action,Comedy,Thriller"
tt1754736,Chloe and Theo,5.8,1768,2015,"Comedy,Drama"
tt1754795,You Will Be My Son,6.9,1162,2011,"Drama,Thriller"
tt1754811,InAPPropriate Comedy,2.7,4713,2013,Comedy
tt1754920,Yeh Saali Zindagi,7.4,4725,2011,"Crime,Drama,Thriller"
tt1754944,eCupid,5.1,2386,2011,Romance
tt1756384,The Exam,7.3,2266,2011,"Drama,History,Thriller"
tt1756415,Welcome to the North,5.4,4217,2012,Comedy
tt1756427,Blubberella,2.4,2730,2011,"Action,Comedy"
tt1756476,Dookudu,7.4,13860,2011,"Action,Comedy,Drama"
tt1756479,The Color Out of Space,6.2,1724,2010,"Drama,Horror,Mystery"
tt1756529,Get Lamp,6.6,1798,2010,Documentary
tt1756595,The Giants,6.6,1892,2011,"Adventure,Drama"
tt1756750,Starbuck,7.2,16897,2011,"Comedy,Drama,Romance"
tt1756791,The Broken Tower,4.9,1297,2011,"Biography,Drama,History"
tt1756799,The Day,5.2,13154,2011,"Action,Drama,Horror"
tt1756851,Twixt,4.7,11484,2011,"Comedy,Fantasy,Horror"
tt1757742,Apartment 143,5.0,11682,2011,"Horror,Thriller"
tt1757746,Extracted,6.4,12424,2012,"Drama,Sci-Fi"
tt1757769,Painless,6.1,3533,2012,"Adventure,Fantasy,Horror"
tt1757772,Jackie,7.4,1835,2010,"Action,Comedy"
tt1757800,Mitt,6.8,2639,2014,"Biography,Documentary,Family"
tt1757831,Paranormal Whacktivity,2.4,1307,2013,"Comedy,Horror"
tt1757940,Çakal,6.6,1651,2010,Crime
tt1758575,Blue Like Jazz,5.8,3032,2012,"Comedy,Drama"
tt1758576,Bombay Beach,7.0,1424,2011,"Documentary,Drama,Musical"
tt1758595,Diana,5.6,20749,2013,"Biography,Drama,Romance"
tt1758610,Unconditional,7.0,4936,2012,"Biography,Crime,Drama"
tt1758692,Like Crazy,6.6,62869,2011,"Drama,Romance"
tt1758795,The To Do List,5.8,41160,2013,"Comedy,Romance"
tt1758810,The Snowman,5.1,69775,2017,"Crime,Drama,Mystery"
tt1758830,This Is 40,6.2,147935,2012,"Comedy,Drama,Romance"
tt17592606,Daman,9.0,13440,2022,"Adventure,Drama"
tt17595094,In the Fire,2.8,1668,2023,Thriller
tt17595262,The Last Client,6.4,1424,2022,Thriller
tt1759744,Charlie Says,5.9,5246,2018,"Biography,Crime,Drama"
tt1760956,"El Sicario, Room 164",7.1,1000,2010,"Crime,Documentary"
tt1760967,Ill Manors,7.1,11143,2012,"Crime,Drama,Music"
tt1760980,"Madrid, 1987",6.2,2179,2011,Drama
tt1761005,Persecuted,3.5,1636,2014,"Action,Drama,Mystery"
tt1762300,One Life,7.9,2667,2011,"Documentary,Family"
tt1762399,Walking with Dinosaurs 3D,5.2,11744,2013,"Adventure,Animation,Comedy"
tt1763264,No One Lives,6.0,23244,2012,"Horror,Thriller"
tt17632818,Kooman,7.3,3059,2022,"Drama,Mystery,Thriller"
tt1763288,Stripped,3.3,1419,2013,"Comedy,Horror,Thriller"
tt1763303,The First Time,6.8,72891,2012,"Comedy,Drama,Romance"
tt1763316,The Theatre Bizarre,5.2,4387,2011,"Horror,Mystery,Thriller"
tt17633184,War Sailor,7.4,3492,2022,"Drama,War"
tt1764141,Cairo 678,7.4,4713,2010,Drama
tt1764183,Arbitrage,6.6,54218,2012,"Drama,Thriller"
tt1764198,Best Laid Plans,6.3,1598,2012,Drama
tt1764234,Killing Them Softly,6.2,150034,2012,"Crime,Drama,Thriller"
tt1764275,The Deep,6.6,5648,2012,"Action,Drama"
tt1764366,Hollywood Sex Wars,3.2,4559,2011,Comedy
tt1764600,Sluzhebnyy roman. Nashe vremya,5.0,3840,2011,"Comedy,Drama,Romance"
tt1764614,The Curse of Styria,4.9,3559,2014,"Fantasy,Horror,Mystery"
tt1764625,Tad: The Lost Explorer,5.9,8879,2012,"Adventure,Animation,Comedy"
tt1764647,Shadow People,5.3,3260,2013,"Horror,Thriller"
tt1764651,The Expendables 2,6.6,317993,2012,"Action,Adventure,Thriller"
tt1765729,Brigada: Naslednik,2.6,1156,2012,"Action,Crime"
tt17660740,The Pez Outlaw,6.9,2400,2022,"Comedy,Documentary,Family"
tt1766085,Shut Up Little Man,6.6,1302,2011,"Comedy,Documentary,Drama"
tt1766094,So Undercover,5.0,21031,2012,"Action,Comedy,Crime"
tt1766175,Trap for Cinderella,5.6,1704,2013,"Crime,Drama,Mystery"
tt1766190,This Life,6.6,2853,2012,"Drama,War"
tt17663992,Scream VI,6.5,105051,2023,"Horror,Mystery,Thriller"
tt1767272,388 Arletta Avenue,4.9,2176,2011,"Horror,Thriller"
tt1767319,In the Name of the King: Two Worlds,3.1,5214,2011,"Action,Adventure,Fantasy"
tt1767354,Odd Thomas,6.8,56295,2013,"Comedy,Fantasy,Horror"
tt1767372,She's Funny That Way,6.1,28250,2014,"Comedy,Drama"
tt1767382,Silent House,5.2,23970,2011,"Horror,Thriller"
tt17677178,Who Invited Them,5.5,2963,2022,"Comedy,Horror"
tt17679584,The Blue Caftan,7.6,3921,2022,"Drama,Romance"
tt17686944,The Highwayman,3.5,1581,2022,Adventure
tt1769363,The Giant Mechanical Man,6.7,10434,2012,"Comedy,Drama,Romance"
tt1770650,BKO: Bangkok Knockout,5.4,1633,2010,Action
tt1770672,Djinn,4.4,2043,2013,"Horror,Thriller"
tt1770734,Shadow Dancer,6.2,12922,2012,"Drama,Mystery,Thriller"
tt1772230,1911,5.7,6456,2011,"Drama,History,War"
tt1772240,Apollo 18,5.2,57218,2011,"Horror,Mystery,Sci-Fi"
tt1772250,The Hidden Face,7.3,45266,2011,"Drama,Horror,Mystery"
tt1772261,The Curse of Downers Grove,4.4,2011,2015,"Drama,Horror,Mystery"
tt1772262,Dragon Day,3.9,1194,2013,"Drama,Sci-Fi,Thriller"
tt1772264,Stonehearst Asylum,6.8,59236,2014,"Drama,Horror,Mystery"
tt1772270,Foxfire: Confessions of a Girl Gang,6.1,2363,2012,"Crime,Drama"
tt1772271,"3, 2, 1... Frankie Go Boom",5.9,5144,2012,Comedy
tt1772288,Danny Collins,7.0,32747,2015,"Biography,Comedy,Drama"
tt1772339,Prensesin Uykusu,6.7,2221,2010,"Comedy,Drama"
tt1772341,Wreck-It Ralph,7.7,446345,2012,"Adventure,Animation,Comedy"
tt1772408,Trade of Innocents,5.3,1013,2012,"Drama,Thriller"
tt1772416,Vay Arkadas,6.3,2540,2010,Comedy
tt1772424,Where Do We Go Now?,7.4,13290,2011,"Comedy,Drama"
tt1772872,Game,5.2,2492,2011,"Action,Crime,Drama"
tt1772925,Jiro Dreams of Sushi,7.8,37371,2011,Documentary
tt1773000,Identity Card,7.6,1136,2010,"Comedy,Drama"
tt1773015,Phas Gaye Re Obama,7.5,5748,2010,"Comedy,Crime,Drama"
tt1773042,Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,4.6,1060,2010,"Comedy,Drama"
tt1773109,Yamla Pagla Deewana,5.7,4479,2011,"Action,Comedy,Drama"
tt1773389,Einstein's God Model,5.2,2884,2016,"Drama,Sci-Fi,Thriller"
tt1773441,Gaalipata,8.3,1271,2008,"Comedy,Musical,Romance"
tt1773753,Mara,5.1,8691,2018,"Crime,Horror,Mystery"
tt1773764,Ship of Theseus,8.0,7663,2012,Drama
tt1774358,The Snitch Cartel,6.3,1327,2011,"Action,Crime,Drama"
tt1774438,The Punk Syndrome,7.8,1605,2012,"Comedy,Documentary,Drama"
tt1774591,Teenage Cocktail,5.8,5470,2016,"Drama,Thriller"
tt1776086,Bettie Page Reveals All,7.0,1612,2012,"Biography,Documentary"
tt1776143,Don't Go Breaking My Heart,6.5,1928,2011,Romance
tt1776196,Fullmetal Alchemist: The Sacred Star of Milos,6.9,5296,2011,"Action,Adventure,Animation"
tt1776222,Kauwboy,7.1,2350,2012,Drama
tt1777034,United,7.3,12809,2011,"Drama,History,Sport"
tt1777551,Bobby Fischer Against the World,7.4,7340,2011,"Biography,Documentary,History"
tt1777595,50 to 1,6.3,2189,2014,Drama
tt1777606,Rosaline,6.5,9404,2022,"Comedy,Romance"
tt1777612,Demons Never Die,4.2,1750,2011,"Horror,Thriller"
tt1778258,Revenge: A Love Story,6.7,1713,2010,"Crime,Mystery,Thriller"
tt1778304,Paranormal Activity 3,5.8,98422,2011,"Horror,Mystery,Thriller"
tt1778338,The Culture High,8.2,3732,2014,"Documentary,News"
tt1778924,The Ultimate Life,6.0,1563,2013,"Drama,Romance"
tt1778931,Manny,7.1,2317,2014,"Biography,Documentary,Sport"
tt1779076,The Jeffrey Dahmer Files,6.3,2115,2012,"Biography,Crime,Documentary"
tt1780762,Aftershock,4.8,12230,2012,"Action,Adventure,Horror"
tt1780798,Clown,5.7,25682,2014,"Horror,Thriller"
tt1780856,Stopped on Track,7.6,1632,2011,Drama
tt1780967,Seberg,6.0,10001,2019,"Biography,Drama,Thriller"
tt1780983,Assassin's Bullet,3.6,3426,2012,"Action,Thriller"
tt1781058,Wilson,5.8,10936,2017,"Comedy,Drama"
tt1781069,Zeitgeist: Moving Forward,8.1,18653,2011,Documentary
tt1781769,Anna Karenina,6.6,104570,2012,"Drama,Romance"
tt1781775,Beneath the Darkness,4.5,6266,2011,"Horror,Thriller"
tt1781812,Exit Humanity,5.2,4648,2011,"Drama,Horror"
tt1781827,Hands of Stone,6.6,17255,2016,"Biography,Drama,Sport"
tt1781840,Jayne Mansfield's Car,6.2,3389,2012,Drama
tt1781843,The Minister,6.7,2869,2011,Drama
tt1781866,Muita Calma Nessa Hora,5.3,1170,2010,Comedy
tt1781922,No Escape,6.7,90947,2015,"Action,Thriller"
tt1782568,Six Degrees of Celebration,6.2,3615,2010,"Comedy,Drama,Family"
tt1783232,Conquest 1453,6.5,58784,2012,"Action,Drama,History"
tt1783244,Battle of Warsaw 1920,4.4,2062,2011,"Drama,History,Romance"
tt1783298,Free Man,4.6,3591,2011,"Action,Biography,Drama"
tt1783311,Kagit,6.1,1013,2010,Drama
tt1783377,Sri Rama Rajyam,6.7,1096,2011,"Drama,Fantasy"
tt1783422,Two Lives,7.1,3220,2012,"Drama,Thriller"
tt1783423,Çakallarla Dans,5.6,7220,2010,Comedy
tt1783721,First Time Loser,6.9,1207,2012,"Drama,Music"
tt1783732,John Dies at the End,6.3,39776,2012,"Comedy,Fantasy,Horror"
tt1784458,Groenten uit Balen,7.0,1199,2011,"Drama,History"
tt1784499,Valley of the Wolves: Palestine,6.1,9443,2011,"Action,Adventure,Drama"
tt1784538,Miss Representation,7.5,3844,2011,Documentary
tt1784575,The Parade,7.3,12695,2011,"Comedy,Drama,History"
tt1784589,Players,4.3,4855,2012,"Action,Crime,Thriller"
tt1784670,The Malay Chronicles: Bloodlines,3.8,1135,2011,"Action,Adventure,Drama"
tt1785288,An Ordinary Man,5.7,3412,2017,"Drama,Thriller,War"
tt1785333,Chittagong,7.3,1773,2012,"Action,Drama,War"
tt1785389,God Bless Ozzy Osbourne,7.4,1989,2011,"Biography,Documentary,Music"
tt1785394,Bleach the Movie: Hell Verse,7.3,3050,2010,"Action,Adventure,Animation"
tt1785612,The Punk Singer,7.4,3031,2013,"Biography,Documentary,Music"
tt1785635,The Vault,4.9,13461,2017,"Crime,Horror,Mystery"
tt1785669,Vikingdom,3.3,3537,2013,"Action,Adventure,Fantasy"
tt1786668,Cyrano Agency,6.5,1387,2010,"Comedy,Romance"
tt1786751,CBGB,6.6,10904,2013,"Crime,Drama,Music"
tt1787127,The Forgiveness of Blood,6.8,2038,2011,Drama
tt1787660,Being Elmo: A Puppeteer's Journey,7.6,7183,2011,Documentary
tt1787725,If a Tree Falls: A Story of the Earth Liberation Front,7.1,3291,2011,"Biography,Crime,Documentary"
tt1787759,Madea's Big Happy Family,4.8,8491,2011,"Comedy,Drama"
tt1787767,Naked Harbour,6.4,2682,2012,Drama
tt1787777,Page One,6.9,3437,2011,Documentary
tt1787791,Resurrect Dead: The Mystery of the Toynbee Tiles,7.2,2302,2011,Documentary
tt1787837,We Were Here,7.9,2261,2011,"Biography,Documentary,History"
tt1787988,Talaash: The Answer Lies Within,7.2,44243,2012,"Crime,Drama,Mystery"
tt1788383,House of the Rising Sun,4.4,3701,2011,"Action,Thriller"
tt1788391,Kill List,6.4,44124,2011,"Action,Crime,Horror"
tt1788979,"67th Street, New York, NY",5.5,34901,2011,"Crime,Thriller"
tt1789083,The Weight of Chains,8.1,4501,2010,"Documentary,History,News"
tt1789810,José and Pilar,8.3,2458,2010,"Biography,Documentary"
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,6.5,333757,2017,"Action,Adventure,Fantasy"
tt1790825,Murph: The Protector,6.4,1465,2013,Documentary
tt1790834,Simon Killer,6.3,4926,2012,"Drama,Horror,Thriller"
tt1790864,The Maze Runner,6.8,493725,2014,"Action,Mystery,Sci-Fi"
tt1790867,The Other F Word,7.3,2042,2011,"Comedy,Documentary,Drama"
tt1790869,In Their Skin,5.3,5736,2012,"Horror,Thriller"
tt1790885,Zero Dark Thirty,7.4,313143,2012,"Drama,History,Thriller"
tt1790886,The Campaign,6.1,135382,2012,Comedy
tt1791528,Inherent Vice,6.6,108848,2014,"Comedy,Crime,Drama"
tt1791614,Struck by Lightning,6.2,15078,2012,"Comedy,Drama"
tt1791681,Treehouse,3.8,2433,2014,"Horror,Mystery,Thriller"
tt1791682,While We're Young,6.3,52508,2014,"Comedy,Drama"
tt1792543,The Reunion,5.1,4249,2011,"Action,Drama"
tt1792621,Superheroes,6.4,1760,2011,"Action,Comedy,Documentary"
tt1792647,Cirque du Soleil: Worlds Away,6.7,8181,2012,Fantasy
tt1792799,Chromeskull: Laid to Rest 2,5.0,4020,2011,Horror
tt1793223,Free Samples,5.6,2282,2012,"Comedy,Drama"
tt1793239,The Assault,6.1,4051,2010,"Action,History,Thriller"
tt1793931,The Tuche Family,5.4,3726,2011,Comedy
tt1794850,La vérité si je mens! 3,5.3,1867,2012,Comedy
tt1794886,Nobel's Last Will,5.9,2872,2012,"Drama,Mystery,Thriller"
tt1795369,National Theatre Live: Frankenstein,8.6,4106,2011,"Drama,Horror,Sci-Fi"
tt1795702,Wild Bill,7.2,14321,2011,Drama
tt1796395,Alzheimer's,6.5,2888,2010,"Comedy,Drama"
tt1796406,Absent,6.3,2697,2011,"Drama,Romance,Thriller"
tt1796603,The Best Movie 3-DE,2.8,1177,2011,Comedy
tt1796652,Tokyo Family,7.5,2200,2013,Drama
tt1796657,How Not to Rescue a Princess,6.3,1923,2010,"Adventure,Animation,Comedy"
tt1797346,1915 Armenian Genocide,4.0,2028,2010,"Documentary,History"
tt1797348,7 Days in Havana,6.0,4207,2011,Drama
tt1797396,Beyond the Border,6.2,1609,2011,"Action,Drama,War"
tt1797449,My First Wedding,6.0,1009,2011,"Comedy,Romance"
tt1797487,Savannah,5.8,1742,2013,"Drama,Family,History"
tt1797504,I Want You,6.8,16233,2012,"Drama,Romance"
tt1798188,From Up on Poppy Hill,7.4,49092,2011,"Animation,Comedy,Drama"
tt1798243,Rudderless,7.4,19235,2014,"Comedy,Drama,Music"
tt1798291,This Is Martin Bonner,6.6,1004,2013,Drama
tt1798603,Bad Santa 2,5.6,27310,2016,"Comedy,Crime,Drama"
tt1798632,Firestarter,4.6,20125,2022,"Drama,Horror,Sci-Fi"
tt1798684,Southpaw,7.3,251790,2015,"Action,Drama,Sport"
tt1798709,Her,8.0,649553,2013,"Drama,Romance,Sci-Fi"
tt1799508,After,5.4,5892,2012,"Drama,Family,Fantasy"
tt1799516,Benji,6.3,5285,2018,"Crime,Drama,Family"
tt1800241,American Hustle,7.2,494115,2013,"Crime,Drama"
tt1800246,That Awkward Moment,6.1,106119,2014,"Comedy,Romance"
tt1800302,Gold,6.7,67600,2016,"Biography,Crime,Drama"
tt1800338,Accused,7.0,4172,2014,"Biography,Crime,Drama"
tt1800351,One Night in Istanbul,5.1,1354,2014,"Comedy,Sport"
tt1800372,Cool Kids Don't Cry,7.4,3911,2012,"Drama,Family,Sport"
tt1800393,The Last Son,4.8,1972,2021,"Drama,Thriller,Western"
tt1800671,Beyond,4.8,1350,2012,Thriller
tt1800734,Shiver,4.3,1116,2012,"Horror,Thriller"
tt1800741,Step Up Revolution,6.4,57576,2012,"Drama,Music,Romance"
tt1801051,Eyyvah Eyvah 2,6.6,15255,2011,Comedy
tt1801061,Me and You,6.5,5831,2012,Drama
